feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class,class_id
0.5522343802290683,0.2292949883919975,0.0,1.0,1.0,0.7533630228646339,0.2449942135007725,0.6752674618663609,CYT_A,0
0.7186527947657217,0.796841772733323,0.6268847027730986,0.5332507407892567,0.241682244600894,0.3585564325727824,0.1803135330450423,0.600049767163132,CYT_A,0
0.5764243451279967,0.8780358934651764,0.4874748329214497,0.4081460956529137,0.2967899439534107,0.276703069042263,0.4252157330494903,0.3733380817104775,CYT_A,0
0.2896387299919067,0.1864539213110544,0.3360005572076083,0.624405803249171,0.3865581687096312,0.7123232109262922,0.9869781696879532,1.0,CYT_A,0
0.4802387374785705,0.8553728868565875,0.5619371474134812,0.5495516789165571,0.4999122271498755,0.3691743186795728,0.4394721925828674,0.4951943872333106,CYT_A,0
0.5785657374660377,0.7978065855136331,0.423414080598021,0.734088274922095,0.4116679661194534,0.4166533387964012,0.447065280354429,0.2438538435586808,CYT_A,0
0.6112343755236487,0.5661542858447866,0.5857508594042106,0.6303606402192308,0.3786388420264064,0.3888202065681521,0.5000231906374437,0.3626967300206767,CYT_A,0
0.6967185483284333,0.8501533454924391,0.3805298091684139,0.5800899349758081,0.1700906283390242,0.4681492029853893,0.3981543311915032,0.3234419839328294,CYT_A,0
0.5982937451117434,0.8594313946285158,0.5459888772232769,0.5788424691057588,0.4391343532084262,0.3662506298219699,0.2613881571312179,0.4803120591021111,CYT_A,0
0.6206184853077069,0.8453995111451854,0.5363314437398432,0.6675795523983681,0.2450012097463799,0.2821284438968139,0.406876747795955,0.4308196883757565,CYT_A,0
0.6166353956430124,0.6532139053639995,0.6505288293856599,0.5459911636434397,0.3027612357377631,0.3826947573790111,0.393957904837789,0.3817342386032579,CYT_A,0
0.786570001458934,0.7482395013875381,0.4334930263668926,0.6508271457371348,0.3720750605079091,0.3679605721373649,0.3560215667939876,0.4588475070749004,CYT_A,0
0.4206394306661174,0.8547096247784326,0.4332489119130148,0.6060050141211758,0.3431836735714209,0.4911866246119329,0.3104347738321803,0.4668057642336142,CYT_A,0
0.7722124875017897,0.8760942908430029,0.5542809065658509,0.4391453535782666,0.1654506458753978,0.2194482296916019,0.4945812635701141,0.4522486166584998,CYT_A,0
0.6282314975850263,0.6336990559939316,0.5614399640241327,0.6393247767471029,0.1725829716585789,0.336301449587448,0.252805352665045,0.549336921269771,CYT_A,0
0.5852978342264576,0.840176683173061,0.6625224695284527,0.6438469364639574,0.2877063611515829,0.2456952268759814,0.3512127902461236,0.5285315288208369,CYT_A,0
0.7798140950223723,0.8033460776769723,0.3552540208330103,0.5785306444545801,0.0609809426022433,0.2168221764186575,0.1747957273320852,0.3828326203990108,CYT_A,0
0.4681898186435659,0.812767623750854,0.51190283831503,0.6356283136453343,0.3202641717038098,0.1406774868556951,0.4920705345065945,0.671056535916729,CYT_A,0
0.0,0.8018179973260748,0.1402456781622102,1.0,0.0931849718457952,1.0,0.811359015752739,0.3213744866071145,CYT_A,0
0.719608161492133,0.9025222837505466,0.4677333728047976,0.5734249410170518,0.1867521850262383,0.2767772138249936,0.3766609396598691,0.640078413323712,CYT_A,0
0.4905986716194219,0.8465391210301891,0.6946238918873215,0.7422808784791566,0.3861273895163347,0.5106027812937175,0.5085464883896752,0.3035367392121433,CYT_A,0
0.4156000375896039,0.780519402194891,0.3185607885076031,0.7524840031598168,0.4617990876739497,0.268848331636159,0.268012926454412,0.3721653250948339,CYT_A,0
0.590613646530295,0.8125665271148595,0.6123780360254073,0.5141698238009638,0.4190440635360668,0.3796854794764275,0.2425404556265629,0.5963399559218805,CYT_A,0
0.9461194699995176,1.0,0.206000106190925,0.8970868560191547,0.1487155689001047,0.6865194587244617,0.3000198138418108,1.0,CYT_A,0
0.617838709429196,0.7275447078416386,0.8017700076514466,0.7100453372255995,0.445103241837175,0.3333230130983711,0.2864661413100151,0.4979934207249911,CYT_A,0
0.6568832052964169,0.8870286140104887,0.6634353884696951,0.8764030966939207,0.3168489298798329,0.2536093223642326,0.5084500330370477,0.3351578791739577,CYT_A,0
0.7346469515936327,0.5466769722832027,0.7590869990816388,0.7337717373633306,0.150879286070885,0.1910347036494928,0.3932725909722787,0.6067567269080736,CYT_A,0
0.4439952347806309,0.8391547100016511,0.353394742860065,0.5522057941100156,0.5344675755723153,0.2923692108830578,0.0954803127772014,0.4790866292204216,CYT_A,0
0.5141761191877169,0.8626066988256521,0.4176914579876257,0.5107188869987561,0.1392148187571268,0.3761070635911097,0.2713243578434345,0.3195789049781398,CYT_A,0
0.6033699349083455,0.8270697639149858,0.6125660558032267,0.6407851785676563,0.2803526141374924,0.2412849474122981,0.6591960639452745,0.4596807138595232,CYT_A,0
0.5973804509780105,0.8097390195588497,0.5952361828788227,0.6190154272624354,0.3628385804846786,0.2127925597261815,0.2678558783199702,0.390911075805698,CYT_A,0
0.3994994579516178,0.5754094956288791,0.6458651022360118,0.6915295044005099,0.495486549692151,0.3713706862941379,0.2909639639882183,0.3980537792098952,CYT_A,0
0.0,0.0,0.4246707746253267,0.0,0.1766960088750648,0.0614242445269422,0.3677761326518467,0.5061462523800894,CYT_A,0
0.6794267632645996,0.841936800901629,0.6066940286192262,0.8165148065506715,0.5588672442761379,0.2980376413211891,0.3702232748085463,0.2265392926948924,CYT_A,0
0.1431028652649431,0.3718016887949935,0.7057136853259788,1.0,0.044694983597051,0.7968859076038882,1.0,0.8871500355009214,CYT_A,0
0.4276286758026836,0.6810398354785737,0.6858001703305162,0.636531207644898,0.237057288022583,0.1042940373009002,0.2694018469475789,0.4199748125449579,CYT_A,0
0.5567097143630128,0.80185620245373,0.5954437331561487,0.6666544842754735,0.1443570391919173,0.1548177535548518,0.3443222762469115,0.5022501143262459,CYT_A,0
0.6457766702833267,0.8591550328662845,0.5487791613835751,0.6016315361064468,0.3085067004112707,0.3936944376696781,0.2894784418146735,0.5246327355334784,CYT_A,0
0.845169523153447,0.9180857202209176,0.0246827333171832,1.0,0.9311720613381268,0.5685087697345313,0.990192093933863,0.7926330427168871,CYT_A,0
1.0,1.0,0.700339728550099,0.1172942347694923,0.4065496165717422,1.0,0.3381429871488177,0.026669204019823,CYT_A,0
0.708572746329847,0.7003878351657786,0.5795691175859251,0.4089624108174561,0.3114769114104205,0.3460097471196516,0.3803607736503368,0.534315243440364,CYT_A,0
0.6494687265660897,0.7121095388023125,0.5760958198327994,0.5100357908466628,0.1591937434915371,0.2516251117046572,0.3288272252321361,0.2619085584021372,CYT_A,0
0.0,0.6404127727171463,1.0,0.2865544077090969,0.6874888619943076,0.199719517008784,0.7567288137117448,0.9117741691227202,CYT_A,0
0.5910007758099595,0.574986593841154,0.5171626342194778,0.6605942741101323,0.4334848876790852,0.5561347462196937,0.5154842613945043,0.3575435072826418,CYT_A,0
0.5493609921175884,0.741725957767412,0.729189831943867,0.5385265036264483,0.1845404465549324,0.2906070336444243,0.495692452595577,0.5721000028380634,CYT_A,0
0.6953747853160964,0.787003284690858,0.3621489497124174,0.6132694218275984,0.511624375693475,0.1921235909942442,0.2218097262652155,0.2385279862956456,CYT_A,0
0.6605321023552632,0.6587260466930627,0.531997832839593,0.661630791509559,0.4843602805987316,0.3942435973396861,0.3410078845553438,0.4436040159181295,CYT_A,0
0.6912246231764949,0.7646079009145043,0.384351569621627,0.5312165554985925,0.2529079544712701,0.3788051999128865,0.2297104979386581,0.4620839615603939,CYT_A,0
0.801129939581513,1.0,1.0,0.0493180298091175,0.4951498536605241,0.8126915133777428,0.8483651469155347,0.8340553774093672,CYT_A,0
0.4766700977584152,0.7250851098420834,0.5827927582293312,0.5981693480472565,0.3746924188629361,0.3268897487887536,0.3001816435411341,0.4543426445223573,CYT_A,0
0.5614330689916313,0.5756343389896261,0.538015707155121,0.7957099659419068,0.2958301886893952,0.1998628756035788,0.4824598544524598,0.5318730000371685,CYT_A,0
0.5757297979808079,0.9465123396681842,0.6330316031661607,0.6091516827436809,0.2253719221075451,0.2998687543868087,0.4878248585243883,0.3363906965777248,CYT_A,0
0.3692590532109803,0.6502356187178179,0.3786771962960459,0.8480195710026993,0.2946167481158066,0.303343095262671,0.4546807227725615,0.3572715448655267,CYT_A,0
0.4935651669753071,0.7964345391505142,0.71767500645766,0.6688355688144361,0.3605449697510887,0.2067069199924656,0.3139424603241766,0.5041506664915241,CYT_A,0
0.6611763705622,0.8476584032264469,0.4980778772850266,0.5002083852875547,0.3663298117739361,0.1857616760459325,0.2744581647948881,0.4669249906915412,CYT_A,0
0.4891885865403695,0.8230914550017979,0.4342745883990104,0.5283699770800627,0.317698944160666,0.3912760942956247,0.4446102851816173,0.5505209708556018,CYT_A,0
0.6428105934177676,0.7800739466328827,0.4312823948191797,0.439212831970315,0.3574245620398182,0.2994305308895592,0.412830723811486,0.500937173621818,CYT_A,0
0.5755236447883969,0.5261618448483512,0.5211641399818665,0.5602681667961222,0.322467680277706,0.2054314569781209,0.3624074179826761,0.5877241749784272,CYT_A,0
0.7611772824900932,0.7686860718082167,0.386892765552504,0.601154834480374,0.1577029102899869,0.3377497764866261,0.274190273168004,0.4678474703242543,CYT_A,0
0.5596850456747026,0.6970591598462326,0.678781934630241,0.8484954041112022,0.4045117478657529,0.3809614290870957,0.3516178864677929,0.3595922777453376,CYT_A,0
0.1848891955885028,0.0,0.4968551583080074,0.5888967815147237,0.7821833953132099,0.0,0.1282773941469632,0.4826101705936361,CYT_A,0
0.537840811545234,0.7294495263523306,0.5403264508097518,0.6781723751700353,0.2161303444582035,0.1192860854015914,0.4201775789067989,0.4460315254480224,CYT_A,0
0.5092402902345581,0.6811781529153887,0.4479923083827322,0.4758879880319062,0.2548588449631929,0.3269396636406684,0.3073961658982562,0.3304482896542738,CYT_A,0
0.5898255099692072,0.811367705133803,0.4307502204385137,0.736754109990538,0.3337432703905146,0.1852701805212437,0.3616394907381426,0.4254527270695266,CYT_A,0
0.4828867103831069,0.609913684082011,0.5596429391582545,0.5477327016339661,0.2358306861812775,0.0876269080380137,0.3353703274461734,0.3712839046509892,CYT_A,0
0.5334189871673368,0.7510580555704219,0.3925518324848372,0.5310095595393083,0.4197128304178851,0.251983231266169,0.222017030447885,0.3513878633389562,CYT_A,0
0.6537164983321676,0.3836815223277997,0.7002098938562716,0.6677994708896505,1.0,0.7047399907108308,0.4609656762320152,0.0,CYT_A,0
0.4874274686094129,0.6350467266403852,0.6390487703927916,0.5673104512126339,0.3232804290376744,0.4565090077410358,0.253124954397351,0.4395108102227839,CYT_A,0
0.7694443849459043,0.7630313189848843,0.3996786074400867,0.7480283391428967,0.2433216362889685,0.4402044090423598,0.3252036076322827,0.7316896159676831,CYT_A,0
0.6525687011635593,0.6269636229705893,0.454311922579935,0.6515081519986919,0.3953526532778767,0.4438803243888392,0.4889919444087023,0.4318905127403141,CYT_A,0
0.6125358412912553,0.6117860312364021,0.6434681892337077,0.668780761762024,0.2712647411757619,0.45253595986352,0.1592492516132184,0.4653849205366692,CYT_A,0
